SCHOOL NO.,ENGLISH CATEGORY,ENGLISH NAME,ENGLISH ADDRESS,LONGITUDE,LATITUDE,EASTING,NORTHING,STUDENTS GENDER,SESSION,DISTRICT
190144000133 ,Aided Secondary Schools,TSUEN WAN PUB HO CHUEN YIU MEMORIAL COLL,ESTATE SECONDARY SCHOOL NO 1 SHEK WAI KOK ESTATE TSUEN WAN NEW TERRITORIES,114-7-34,22-22-33,831032,826295,CO-ED,WHOLE DAY,TSUEN WAN
545198000133 ,Aided Secondary Schools,ELEGANTIA COLLEGE (SPONSORED BY ED CONV),"8, CHING SHING ROAD, SHEUNG SHUI NEW TERRITORIES",114-7-26,22-29-34,830822,839238.2,CO-ED,WHOLE DAY,NORTH
230855000133 ,Aided Secondary Schools,KWAI CHUNG METHODIST COLLEGE,ESTATE SECONDARY SCHOOL LAI YIU ESTATE HA KWAI CHUNG NEW TERRITORIES (INCLUDING P001 P002 & P003),114-7-49,22-21-9,831460.4,823708.5,CO-ED,WHOLE DAY,KWAI TSING
530441000133 ,Aided Secondary Schools,YCH WONG WHA SAN SECONDARY SCHOOL,8 TONG CHUN STREET TSEUNG KWAN O NEW TERRITORIES,114-15-36,22-18-34,844830,818936,CO-ED,WHOLE DAY,SAI KUNG
170810000233 ,Aided Secondary Schools,METHODIST CHURCH HK WESLEY COLLEGE,33 SIU SAI WAN ROAD CHAI WAN HONG KONG,114-15-6,22-15-51,843966.6,813919.4,CO-ED,WHOLE DAY,EASTERN
270172000133 ,Aided Secondary Schools,BUDDHIST HO NAM KAM COLLEGE,3 KO CHIU ROAD KWUN TONG KOWLOON & ANNEX BLOCK AT NO 3 KO CHIU ROAD NKIL 5915 YAU TONG KOWLOON,114-14-22,22-18-2,842712.7,817965.2,CO-ED,WHOLE DAY,KWUN TONG
270032000133 ,Aided Secondary Schools,CARITAS TUEN MUN MARDEN FDN SEC SCH,3 WONG YIN STREET TUEN MUN NEW TERRITORIES,113-58-1,22-24-5,814653,829137,CO-ED,WHOLE DAY,TUEN MUN
513067000133 ,Aided Secondary Schools,NG YUK SECONDARY SCHOOL,SUN CHUI ESTATE SHATIN NEW TERRITORIES,114-10-53,22-22-21,836728,825909,CO-ED,WHOLE DAY,SHA TIN
190586000133 ,Aided Secondary Schools,PLK TANG YUK TIEN COLLEGE,ESTATE SECONDARY SCHOOL NO. 4 WU KING ESTATE AREA 28 TUEN MUN NEW TERRITORIES & NEW ANNEX BUILDING,113-57-53,22-22-37,814412.9,826442.3,CO-ED,WHOLE DAY,TUEN MUN
190250000133 ,Aided Secondary Schools,CCC KEI LONG COLLEGE,8 FUNG YAU STREET SOUTH YUEN LONG NEW TERRITORIES,114-2-4,22-26-29,821593,833544,CO-ED,WHOLE DAY,YUEN LONG
270105000133 ,Aided Secondary Schools,HO NGAI COLL (SPONSORED BY SIK SIK YUEN),8 OI MING LANE TUEN MUN NEW TERRITORIES,113-58-28,22-23-22,815423,827825,CO-ED,WHOLE DAY,TUEN MUN
190454000133 ,Aided Secondary Schools,YOT CHAN WONG SUK FONG MEM SEC SCH,NO 2 WONG YIN STREET TUEN MUN NEW TERRITORIES,113-58-1,22-24-8,814645,829232,CO-ED,WHOLE DAY,TUEN MUN
522090000133 ,Aided Secondary Schools,STFA CHENG YU TUNG SECONDARY SCHOOL,9 HOK LAM LANE TSEUNG KWAN O NEW TERRITORIES,114-15-33,22-19-13,844748,820129,CO-ED,WHOLE DAY,SAI KUNG
132047000133 ,Aided Secondary Schools,TRUE LIGHT MIDDLE SCHOOL OF HONG KONG,50 TAI HANG ROAD HONG KONG,114-11-39,22-16-33,838046,815221,GIRLS,WHOLE DAY,WAN CHAI
270180000133 ,Aided Secondary Schools,YCH TUNG CHI YING MEM SEC SCHOOL,210 MA ON SHAN ROAD MA ON SHAN SHATIN NEW TERRITORIES,114-14-5,22-25-26,842210,831615,CO-ED,WHOLE DAY,SHA TIN
230456000133 ,Aided Secondary Schools,SHEK LEI CATHOLIC SECONDARY SCHOOL,23-31 ON CHIT STREET SHEK YAM KWAI CHUNG NEW TERRITORIES (EXCLUDING SUPERVISOR'S ROOM ON G/F CHAPEL ON 1/F & HEADMASTER'S FLAT ON 4/F),114-8-26,22-22-18,832526.9,825837.5,CO-ED,WHOLE DAY,KWAI TSING
190063000133 ,Aided Secondary Schools,MADAM LAU KAM LUNG SEC SCH OF MFBM,"22 CASTLE PEAK ROAD LAM TEI , TUEN MUN NEW TERRITORIES",113-59-5,22-25-13,816473,831229,GIRLS,WHOLE DAY,TUEN MUN
170291000133 ,Aided Secondary Schools,CHEUNG SHA WAN CATHOLIC SECONDARY SCHOOL,533 FUK WING STREET CHEUNG SHA WAN KOWLOON,114-9-14,22-20-19,833902,822167,BOYS,WHOLE DAY,SHAM SHUI PO
523208000133 ,Aided Secondary Schools,TWGHS MR & MRS KWONG SIK KWAN COLLEGE,CHUNG LING PATH TUEN MUN NEW TERRITORIES,113-58-19,22-24-31,815180,829931,CO-ED,WHOLE DAY,TUEN MUN
170682000133 ,Aided Secondary Schools,LEUNG SHEK CHEE COLLEGE,80 HIU KWONG STREET KWUN TONG KOWLOON,114-13-59,22-18-52,842056,819511,GIRLS,WHOLE DAY,KWUN TONG
552666000133 ,Aided Secondary Schools,HHCKLA BUDDHIST CHING KOK SEC SCH,"38 CHUI LING ROAD, TIU KENG LENG TSEUNG KWAN O NEW TERRITORIES",114-14-58,22-18-25,843747,818680,CO-ED,WHOLE DAY,SAI KUNG
210277000133 ,Aided Secondary Schools,ST FRANCIS XAVIER'S COLLEGE,45 SYCAMORE STREET TAI KOK TSUI KOWLOON,114-9-48,22-19-32,834868,820712,BOYS,WHOLE DAY,YAU TSIM MONG
170542000133 ,Aided Secondary Schools,SKH LAM WOO MEMORIAL SECONDARY SCHOOL,397 KWAI SHING CIRCUIT KWAI CHUNG NEW TERRITORIES,114-7-50,22-21-54,831484,825106,CO-ED,WHOLE DAY,KWAI TSING
190217000133 ,Aided Secondary Schools,BUDDHIST KOK KWONG SECONDARY SCHOOL,SHA KOK ESTATE SHATIN NEW TERRITORIES,114-11-38,22-22-47,838016,826738,CO-ED,WHOLE DAY,SHA TIN
230057000133 ,Aided Secondary Schools,SHUNG TAK CATHOLIC ENGLISH COLLEGE,1 HUNG TAK ROAD HUNG SHUI KIU YUEN LONG NEW TERRITORIES,113-59-56,22-26-2,817950.8,832727,CO-ED,WHOLE DAY,YUEN LONG
170429000233 ,Aided Secondary Schools,PO CHIU CATHOLIC SECONDARY SCHOOL,NO.1 PO CHIU ROAD YAU TONG KOWLOON,114-14-17,22-17-53,842570,817695,CO-ED,WHOLE DAY,KWUN TONG
522058000133 ,Aided Secondary Schools,PLK MRS MA KAM MING CHEUNG FOOK SIEN COL,FU TUNG ESTATE TUNG CHUNG LANTAU ISLAND NEW TERRITORIES,113-56-39,22-17-15,812276,816543,CO-ED,WHOLE DAY,ISLANDS
214981000133 ,Aided Secondary Schools,YU CHUN KEUNG MEMORIAL COLLEGE NO.2,1 CHI FU CLOSE POKFULAM HONG KONG,114-8-16,22-15-24,832242,813097,CO-ED,WHOLE DAY,SOUTHERN
135011000133 ,Aided Secondary Schools,HK & KLN CHIU CHOW PUB ASSN SEC SCHOOL,150 SAI YEE STREET MONG KOK KOWLOON,114-10-18,22-19-19,835718.5,820312.5,CO-ED,WHOLE DAY,YAU TSIM MONG
541168000133 ,Aided Secondary Schools,STFA YUNG YAU COLLEGE,"SECONDARY SCHOOL IN AREA 110 PHASE 4 TIN SHUI WAI, YUEN LONG NEW TERRITORIES",113-59-59,22-28-15,818037,836823,CO-ED,WHOLE DAY,YUEN LONG
213292000133 ,Aided Secondary Schools,PHC WING KWONG COLLEGE,155 LUNG CHEUNG ROAD WANG TAU HOM KOWLOON,114-11-21,22-20-31,837544,822536,CO-ED,WHOLE DAY,WONG TAI SIN
190691000133 ,Aided Secondary Schools,SAN WUI COMMERCIAL SOCIETY SEC SCH,"ESTATE SECONDARY SCHOOL LEUNG KING ESTATE, AREA 1 TUEN MUN NEW TERRITORIES",113-57-46,22-24-28,814229,829855,CO-ED,WHOLE DAY,TUEN MUN
133124000133 ,Aided Secondary Schools,CANOSSA COLLEGE,10 HOI CHAK STREET QUARRY BAY HONG KONG,114-12-39,22-17-22,839767,816741,GIRLS,WHOLE DAY,EASTERN
541850000233 ,Aided Secondary Schools,PLK CELINE HO YAM TONG COLLEGE,NO 176 PO KONG VILLAGE ROAD WONG TAI SIN KOWLOON,114-12-14,22-20-42,839053,822868,CO-ED,WHOLE DAY,WONG TAI SIN
516988000233 ,Aided Secondary Schools,TWGH LUI YUN CHOY MEMORIAL COLLEGE,8 YUK NGA LANE TSEUNG KWAN O NEW TERRITORIES,114-15-20,22-19-28,844362,820606,CO-ED,WHOLE DAY,SAI KUNG
230804000133 ,Aided Secondary Schools,KIANGSU-CHEKIANG COLLEGE (SHATIN),WO CHE ESTATE 7 FUNG SHUN STREET SHATIN NEW TERRITORIES,114-11-39,22-23-19,838059.4,827721.8,CO-ED,WHOLE DAY,SHA TIN
524530000133 ,Aided Secondary Schools,BUDDHIST MAU FUNG MEMORIAL COLLEGE,18 TIN PAK ROAD TIN SHUI WAI NEW TERRITORIES,114-0-28,22-27-21,818873,835147,CO-ED,WHOLE DAY,YUEN LONG
230812000133 ,Aided Secondary Schools,TWGH MRS FUNG WONG FUNG TING COLLEGE,LEK YUEN ESTATE SHATIN NEW TERRITORIES,114-11-34,22-23-5,837913,827271,CO-ED,WHOLE DAY,SHA TIN
250740000133 ,Aided Secondary Schools,TWGH CY MA MEMORIAL COLLEGE,"YAU SHIN STREET AU TAU, YUEN LONG NEW TERRITORIES",114-2-44,22-26-36,822739,833776,CO-ED,WHOLE DAY,YUEN LONG
316377000133 ,Aided Secondary Schools,PUI TAK CANOSSIAN COLLEGE,200 PEEL RISE ABERDEEN HONG KONG,114-9-21,22-15-1,834097,812400,GIRLS,WHOLE DAY,SOUTHERN
190160000133 ,Aided Secondary Schools,CHRISTIAN ALLIANCE S C CHAN MEM COLL,7 YAU OI ROAD YAU OI ESTATE TUEN MUN NEW TERRITORIES,113-58-20,22-23-13,815205,827546,CO-ED,WHOLE DAY,TUEN MUN
230790000133 ,Aided Secondary Schools,SKH TSANG SHIU TIM SECONDARY SCHOOL,WO CHE ESTATE SHATIN NEW TERRITORIES,114-11-42,22-23-12,838134,827501,CO-ED,WHOLE DAY,SHA TIN
170976000133 ,Aided Secondary Schools,KO LUI SECONDARY SCHOOL,9 WO HONG PATH KWUN TONG KOWLOON,114-13-32,22-19-19,841297,820314,CO-ED,WHOLE DAY,KWUN TONG
212431000133 ,Aided Secondary Schools,COGNITIO COLLEGE (HONG KONG),4 SUI MAN ROAD CHAI WAN HONG KONG,114-14-1,22-15-43,842103,813682,CO-ED,WHOLE DAY,EASTERN
170500000133 ,Aided Secondary Schools,OUR LADY OF THE ROSARY COLLEGE,22 ROSE STREET YAU YAT CHUEN KOWLOON,114-10-22,22-19-59,835838,821545,GIRLS,WHOLE DAY,SHAM SHUI PO
190110000133 ,Aided Secondary Schools,TWGH CHEN ZAO MEN COLLEGE,"1-5 KWAI HOP STREET KWAI SHING, KWAI CHUNG NEW TERRITORIES",114-7-44,22-21-52,831324,825029,CO-ED,WHOLE DAY,KWAI TSING
190373000133 ,Aided Secondary Schools,TWGH KAP YAN DIRECTORS' COLLEGE,CHOI YUEN ESTATE SHEUNG SHUI NEW TERRITORIES,114-7-47,22-29-57,831404,839950,CO-ED,WHOLE DAY,NORTH
190845000133 ,Aided Secondary Schools,HHCKLA BUDDHIST MA KAM CHAN MEM ENG SE S,LUEN WO MARKET 9 LUEN YICK STREET FANLING NEW TERRITORIES,114-8-29,22-29-53,832614,839834,CO-ED,WHOLE DAY,NORTH
230766000133 ,Aided Secondary Schools,LOK SIN TONG KU CHIU MAN SEC SCH,301 KWAI SHING CIRCUIT KWAI CHUNG NEW TERRITORIES,114-7-26,22-21-38,830798,824612,CO-ED,WHOLE DAY,KWAI TSING
270083000133 ,Aided Secondary Schools,PLK C W CHU COLLEGE,LUNG HANG ESTATE TAI WAI SHATIN NEW TERRITORIES (EXCEPT ROOM 09WR G/F ROOMS 45-45A 4/F AND ROOMS 57-57A 5/F (MONDAYS-FRIDAYS 3:30P.M.-9:30P.M. SATURDAYS-SUNDAYS & PUBLIC HOLIDAYS 8:00A.M.-7:00P.M.)),114-10-44,22-22-4,836462.6,825414.6,CO-ED,WHOLE DAY,SHA TIN
516970000133 ,Aided Secondary Schools,YUEN LONG CATHOLIC SECONDARY SCHOOL,201 CASTLE PEAK ROAD SHUI PIN WAI TSUEN YUEN LONG NEW TERRITORIES ANNEX BUILDING 201 CASTLE PEAK ROAD SHUI PIN WAI TSUEN YUEN LONG NEW TERRITORIES,114-1-15,22-26-42,820200.7,833954.4,CO-ED,WHOLE DAY,YUEN LONG
536547000233 ,Aided Secondary Schools,TUNG CHUNG CATHOLIC SCHOOL,YAT TUNG (2) ESTATE 8 YAT TUNG STREET TUNG CHUNG LANTAU ISLAND NEW TERRITORIES,113-56-8,22-16-59,811402,816029,CO-ED,WHOLE DAY,ISLANDS
283495000233 ,Aided Secondary Schools,CARITAS WU CHENG-CHUNG SECONDARY SCHOOL,8 NORTHCOTE CLOSE POKFULAM HONG KONG,114-7-47,22-16-4,831405.4,814326.4,CO-ED,WHOLE DAY,SOUTHERN
512834000133 ,Aided Secondary Schools,MARYKNOLL FATHERS' SCHOOL,2 TO YUEN STREET SHAMSHUIPO KOWLOON,114-10-24,22-20-2,835909,821653,CO-ED,WHOLE DAY,SHAM SHUI PO
210390000133 ,Aided Secondary Schools,CHINESE YMCA COLLEGE,HENG ON ESTATE MA ON SHAN SHATIN NEW TERRITORIES,114-13-36,22-25-6,841408,830998,CO-ED,WHOLE DAY,SHA TIN
190268000133 ,Aided Secondary Schools,BUDDHIST WONG WAN TIN COLLEGE,MEI LAM ESTATE SHATIN NEW TERRITORIES,114-10-41,22-22-41,836388,826546,CO-ED,WHOLE DAY,SHA TIN
516961000133 ,Aided Secondary Schools,FORTRESS HILL METHODIST SECONDARY SCHOOL,19 FORTRESS HILL ROAD NORTH POINT HONG KONG,114-11-44,22-17-19,838192,816640,CO-ED,WHOLE DAY,EASTERN
514128000133 ,Aided Secondary Schools,ST MARY'S CANOSSIAN COLLEGE,162 AUSTIN ROAD KOWLOON,114-10-35,22-18-10,836213,818217.3,GIRLS,WHOLE DAY,YAU TSIM MONG
510459000133 ,Aided Secondary Schools,ST JOSEPH'S COLLEGE,7 KENNEDY ROAD CENTRAL HONG KONG,114-9-32,22-16-35,834405,815286,BOYS,WHOLE DAY,CENTRAL AND WESTERN
132756000133 ,Aided Secondary Schools,CONCORDIA LUTHERAN SCHOOL,12 TAI HANG TUNG ROAD KOWLOON (EXCLUDING LOWER BLOCK PREMISE UNDER RE-DEVELOPMENT PROGRAMME),114-10-20,22-19-50,835778,821293,CO-ED,WHOLE DAY,SHAM SHUI PO
270199000133 ,Aided Secondary Schools,PLK HO YUK CHING (1984) COLLEGE         ,2 CHAP FUK ROAD TSEUNG KWAN O NEW TERRITORIES,114-15-58,22-19-12,845459,820115,CO-ED,WHOLE DAY,SAI KUNG
190896000233 ,Aided Secondary Schools,HK TEACHERS' ASSN LEE HENG KWEI SEC SCH,WAN TAU TONG ESTATE TAI PO NEW TERRITORIES,114-10-10,22-26-33,835515,833679,CO-ED,WHOLE DAY,TAI PO
210137000133 ,Aided Secondary Schools,TSUNG TSIN COLLEGE,9 LEUNG CHOI LANE TUEN MUN NEW TERRITORIES,113-58-5,22-24-12,814767,829349,CO-ED,WHOLE DAY,TUEN MUN
524573000133 ,Aided Secondary Schools,CARMEL HOLY WORD SECONDARY SCHOOL,10 TAI PO TAI WO ROAD TAI PO NEW TERRITORIES,114-9-37,22-27-10,834573.6,834810.2,CO-ED,WHOLE DAY,TAI PO
536580000133 ,Aided Secondary Schools,TIN SHUI WAI METHODIST COLLEGE,"AREA 102, TIN SHUI WAI PHASE 4 (SECONDARY SCHOOL 1) YUEN LONG NEW TERRITORIES",113-59-59,22-27-51,818046,836087,CO-ED,WHOLE DAY,YUEN LONG
170461000133 ,Aided Secondary Schools,PLK NO.1 WH CHEUNG COLLEGE,173 PO KONG VILLAGE ROAD TSZ WAN SHAN KOWLOON,114-12-20,22-20-47,839234,823025,CO-ED,WHOLE DAY,WONG TAI SIN
190101000133 ,Aided Secondary Schools,BUDDHIST SIN TAK COLLEGE,5 HING SHING ROAD KWAI CHUNG NEW TERRITORIES,114-7-48,22-21-44,831426,824789,CO-ED,WHOLE DAY,KWAI TSING
170453000133 ,Aided Secondary Schools,LOK SIN TONG YU KAN HING SEC SCHOOL,3 FU YUE STREET WANG TAU HOM KOWLOON,114-11-7,22-20-30,837124,822501,CO-ED,WHOLE DAY,WONG TAI SIN
230286000233 ,Aided Secondary Schools,JU CHING CHU SEC SCH (YUEN LONG),"5 TIN WU ROAD TIN SHUI WAI, YUEN LONG NEW TERRITORIES",114-0-11,22-27-13,818380,834911,CO-ED,WHOLE DAY,YUEN LONG
190640000133 ,Aided Secondary Schools,YAN OI TONG TIN KA PING SECONDARY SCHOOL,ESTATE SECONDARY SCHOOL NO. 1 SHAN KING ESTATE TUEN MUN NEW TERRITORIES,113-57-52,22-23-47,814393,828592,CO-ED,WHOLE DAY,TUEN MUN
512605000233 ,Aided Secondary Schools,LAI CHACK MIDDLE SCHOOL,NEW EXTENSION BLOCK SCOUT PATH KOWLOON,114-10-9,22-18-8,835460,818129,CO-ED,WHOLE DAY,YAU TSIM MONG
529788000133 ,Aided Secondary Schools,JOCKEY CLUB EDUYOUNG COLLEGE,"AREA 31, PHASE 1, TIN SHUI WAI YUEN LONG NEW TERRITORIES",113-59-57,22-27-37,817989,835643,CO-ED,WHOLE DAY,YUEN LONG
170178000133 ,Aided Secondary Schools,CONCORDIA LUTHERAN SCHOOL - NORTH POINT,20 CLOUD VIEW ROAD HONG KONG,114-11-40,22-17-6,838074,816226,CO-ED,WHOLE DAY,EASTERN
214485000233 ,Aided Secondary Schools,ABERDEEN BAPTIST LUI MING CHOI COLLEGE,18 LEI TUNG ESTATE RD AP LEI CHAU HONG KONG,114-9-20,22-14-32,834057.1,811500.1,CO-ED,WHOLE DAY,SOUTHERN
230740000133 ,Aided Secondary Schools,STFA LEE SHAU KEE COLLEGE,303 KWAI SHING CIRCUIT KWAI CHUNG NEW TERRITORIES,114-7-28,22-21-39,830880,824636,CO-ED,WHOLE DAY,KWAI TSING
230863000133 ,Aided Secondary Schools,LAI KING CATHOLIC SECONDARY SCHOOL,ESTATE SCHOOL NO. 1 LAI KING ESTATE KWAI CHUNG NEW TERRITORIES,114-7-38,22-21-10,831140,823742,CO-ED,WHOLE DAY,KWAI TSING
518417000133 ,Aided Secondary Schools,SPHRC KUNG YIK SHE SECONDARY SCHOOL,"20 TIN SHING ROAD TIN SHUI WAI, YUEN LONG NEW TERRITORIES",114-0-12,22-27-37,818419,835664,CO-ED,WHOLE DAY,YUEN LONG
170933000133 ,Aided Secondary Schools,HKTA CHING CHUNG SECONDARY SCHOOL,"4 HIU YUK PATH, SAU MAU PING KWUN TONG KOWLOON",114-13-58,22-18-51,842027,819464,CO-ED,WHOLE DAY,KWUN TONG
230820000133 ,Aided Secondary Schools,BAPTIST LUI MING CHOI SECONDARY SCHOOL,ESTATE SECONDARY SCHOOL NO 2 LEK YUEN ESTATE SHATIN NEW TERRITORIES,114-11-36,22-23-6,837976,827318.1,CO-ED,WHOLE DAY,SHA TIN
521981000133 ,Aided Secondary Schools,SMKMCF MA KO PAN MEM COLLEGE,17 SHEK PAI TAU ROAD TUEN MUN NEW TERRITORIES,113-58-26,22-24-3,815357,829077,CO-ED,WHOLE DAY,TUEN MUN
230880000133 ,Aided Secondary Schools,CARMEL PAK U SECONDARY SCHOOL,ESTATE SECONDARY SCHOOL NO 1 TAI YUEN ESTATE TAI PO NEW TERRITORIES,114-10-17,22-27-17,835708.6,835035.1,CO-ED,WHOLE DAY,TAI PO
190306000133 ,Aided Secondary Schools,YCH LIM POR YEN SECONDARY SCHOOL,STANDARD SECONDARY SCHOOL NOS 145-165 TSUEN KING CIRCUIT TSUEN WAN NEW TERRITORIES,114-6-19,22-22-47,828901,826713,CO-ED,WHOLE DAY,TSUEN WAN
112810000133 ,Aided Secondary Schools,WONG SHIU CHI SECONDARY SCHOOL,182 KWONG FUK ROAD TAI PO NEW TERRITORIES,114-10-17,22-26-46,835712,834073,CO-ED,WHOLE DAY,TAI PO
190187000133 ,Aided Secondary Schools,SHA TIN METHODIST COLLEGE,ESTATE SECONDARY SCHOOL SUN TIN WAI ESTATE SHATIN AREA 10 NEW TERRITORIES,114-11-11,22-22-18,837261,825829,CO-ED,WHOLE DAY,SHA TIN
511854000133 ,Aided Secondary Schools,FUNG KAI NO.1 SECONDARY SCHOOL,17 JOCKEY CLUB ROAD SHEUNG SHUI NEW TERRITORIES,114-7-37,22-30-41,831142,841316,CO-ED,WHOLE DAY,NORTH
190497000133 ,Aided Secondary Schools,CHRISTIAN ALLIANCE CHENG WING GEE COLL,12-14 CHIK WAN STREET TAI WAI SHATIN NEW TERRITORIES,114-10-33,22-22-19,836147,825860,CO-ED,WHOLE DAY,SHA TIN
170755000133 ,Aided Secondary Schools,PLK WU CHUNG COLLEGE,HENG ON ESTATE MA ON SHAN SHATIN NEW TERRITORIES,114-13-38,22-24-57,841460,830737,CO-ED,WHOLE DAY,SHA TIN
517160000233 ,Aided Secondary Schools,HO KOON NATURE EDU CUM ASTRONOMICAL CTR,101 ROUTE TWISK TSO KUNG TAM PARK TSUEN WAN NEW TERRITORIES,114-6-29,22-23-1,829178,827164,CO-ED,WHOLE DAY,TSUEN WAN
213845000133 ,Aided Secondary Schools,HOLY TRINITY COLLEGE,3 WAI CHI STREET SHEK KIP MEI KOWLOON,114-10-6,22-19-57,835401,821481,GIRLS,WHOLE DAY,SHAM SHUI PO
190837000133 ,Aided Secondary Schools,CUHKFAA THOMAS CHEUNG SECONDARY SCHOOL,"TIN SHUI ESTATE TIN SHUI WAI, YUEN LONG NEW TERRITORIES",113-59-52,22-27-27,817844,835354,CO-ED,WHOLE DAY,YUEN LONG
190551000133 ,Aided Secondary Schools,HHCKLA BUDDHIST LEUNG CHIK WAI COLLEGE,ESTATE SECONDARY SCHOOL NO. 3 WU KING ESTATE TUEN MUN NEW TERRITORIES,113-57-53,22-22-40,814423,826522,CO-ED,WHOLE DAY,TUEN MUN
270121000133 ,Aided Secondary Schools,HKWMA CHU SHEK LUN SECONDARY SCHOOL,11 KAI LOK STREET KOWLOON BAY KOWLOON,114-12-41,22-19-39,839837.5,820934.8,CO-ED,WHOLE DAY,KWUN TONG
190403000133 ,Aided Secondary Schools,TWGH LI KA SHING COLLEGE,CHEUNG WAH ESTATE FANLING NEW TERRITORIES,114-8-36,22-29-34,832804,839230,CO-ED,WHOLE DAY,NORTH
512818000133 ,Aided Secondary Schools,MARYKNOLL CONVENT SCH (SECONDARY SECTION),5 HO TUNG ROAD KOWLOON TONG KOWLOON,114-10-49,22-19-42,836618,821018,GIRLS,WHOLE DAY,KOWLOON CITY
510475000133 ,Aided Secondary Schools,"WAH YAN COLLEGE, KOWLOON",56 WATERLOO ROAD KOWLOON,114-10-25,22-18-52,835921.6,819501.2,BOYS,WHOLE DAY,YAU TSIM MONG
283002000133 ,Aided Secondary Schools,SKH HOLY CARPENTER SECONDARY SCHOOL     ,10 TAI WAN ROAD HUNGHOM KOWLOON,114-11-17,22-18-28,837418,818755,CO-ED,WHOLE DAY,KOWLOON CITY
190594000133 ,Aided Secondary Schools,YPI&CA LEE LIM MING COLLEGE,ESTATE SECONDARY SCHOOL NO 2 SHAN KING ESTATE TUEN MUN NEW TERRITORIES,113-57-58,22-23-59,814579,828958,CO-ED,WHOLE DAY,TUEN MUN
230871000133 ,Aided Secondary Schools,SKH LI PING SECONDARY SCHOOL,450 WO YI HOP ROAD KWAI CHUNG NEW TERRITORIES,114-8-5,22-22-50,831914,826813,CO-ED,WHOLE DAY,TSUEN WAN
511943000133 ,Aided Secondary Schools,HENRIETTA SECONDARY SCHOOL,2 CITY GARDEN ROAD NORTH POINT HONG KONG,114-11-41,22-17-31,838109,816994,CO-ED,WHOLE DAY,EASTERN
190730000133 ,Aided Secondary Schools,HKRSS TAI PO SECONDARY SCHOOL,FU HENG ESTATE TAI PO NEW TERRITORIES,114-10-17,22-27-38,835690,835690,CO-ED,WHOLE DAY,TAI PO
171026000133 ,Aided Secondary Schools,PLK VICWOOD KT CHONG SIXTH FORM COLLEGE,12 WILLOW STREET TAI KOK TSUI KOWLOON (EXCLUDING WATCHMAN'S QUARTERS AND PE STORE ROOM ON G/F),114-9-49,22-19-30,834911.3,820661.6,CO-ED,WHOLE DAY,YAU TSIM MONG
171000000233 ,Aided Secondary Schools,LINGNAN HANG YEE MEMORIAL SECONDARY SCH,31 SIU SAI WAN ROAD CHAI WAN HONG KONG,114-15-4,22-15-48,843925,813847,CO-ED,WHOLE DAY,EASTERN
212067000133 ,Aided Secondary Schools,NEWMAN CATHOLIC COLLEGE,2 CLIFF ROAD YAUMATEI KOWLOON,114-10-19,22-18-39,835756,819080,BOYS,WHOLE DAY,YAU TSIM MONG
215040000133 ,Aided Secondary Schools,FDBWA SZETO HO SECONDARY SCHOOL,7 KAI TIN ROAD LAM TIN KOWLOON,114-14-6,22-18-23,842267.5,818605.4,CO-ED,WHOLE DAY,KWUN TONG
114120000133 ,Aided Secondary Schools,VALTORTA COLLEGE,PUI YIN LANE TAI PO NEW TERRITORIES,114-10-5,22-26-44,835356,834009,CO-ED,WHOLE DAY,TAI PO
511617000133 ,Aided Secondary Schools,CSBS MRS AW BOON HAW SEC SCH,"G/F TO 4/F AND LABORATORIES AT 5/F STANDARD SECONDARY SCHOOL 'B' 20 SIU LUN STREET TUEN MUN N TROOMS 501A-506A AT 5/F STANDARD SECONDARY SCHOOL ""B"" 20 SIU LUN STREET TUEN MUN N T",113-58-43,22-23-3,815860.4,827219.5,CO-ED,WHOLE DAY,TUEN MUN
541842000233 ,Aided Secondary Schools,YAN CHAI HOSPITAL LAW CHAN CHOR SI COLL,10 KAI LAI ROAD KOWLOON BAY KOWLOON,114-12-29,22-19-41,839480.5,821009.3,CO-ED,WHOLE DAY,KWUN TONG
170283000133 ,Aided Secondary Schools,TWGH LEE CHING DEA MEMORIAL COLLEGE,18 CLOUD VIEW ROAD NORTH POINT HONG KONG,114-11-39,22-17-7,838041,816251,CO-ED,WHOLE DAY,EASTERN
170402000133 ,Aided Secondary Schools,ST BONAVENTURE COLLEGE & HIGH SCHOOL,47 SHEUNG FUNG STREET TSZ WAN SHAN KOWLOON,114-11-51,22-20-46,838382,823006,CO-ED,WHOLE DAY,WONG TAI SIN
215139000133 ,Aided Secondary Schools,HONG KONG CHINESE WOMEN'S CLUB COLLEGE,2B TAI CHEONG STREET SAI WAN HO HONG KONG,114-13-11,22-16-60,840672,816043,CO-ED,WHOLE DAY,EASTERN
310042000133 ,Aided Secondary Schools,TAK NGA SECONDARY SCHOOL,"18 TAT CHEE AVENUE, YAU YAT CHUEN SHAMSHUIPO KOWLOON",114-10-31,22-19-49,836094,821242,GIRLS,WHOLE DAY,SHAM SHUI PO
510890000133 ,Aided Secondary Schools,METHODIST COLLEGE,50 GASCOIGNE ROAD (INCLUDING ANNEX BUILDING) & PORTION OF 42 GASCOIGNE ROAD KOWLOON,114-10-19,22-18-33,835760,818904,CO-ED,WHOLE DAY,YAU TSIM MONG
510831000133 ,Aided Secondary Schools,CCC KEI HEEP SECONDARY SCHOOL,161 TUNG TAU TSUEN ROAD WONG TAI SIN KOWLOON,114-11-36,22-20-19,837976,822172,CO-ED,WHOLE DAY,WONG TAI SIN
